0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.892,0.8480000000000001,0.8560000000000001,0.858,0.8620000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.892,0.8719999999999999,0.8819999999999999,0.8640000000000001,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.892,0.852,0.8859999999999999,0.858,0.8620000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.884,0.868,0.876,0.858,0.8620000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.892,0.8719999999999999,0.876,0.8620000000000001,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.8879999999999999,0.8639999999999999,0.844,0.858,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.8939999999999999,0.8859999999999999,0.868,0.866,0.858,0.8620000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.892,0.866,0.8560000000000001,0.86,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.8859999999999999,0.8639999999999999,0.828,0.86,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.892,0.8939999999999999,0.8619999999999999,0.8699999999999999,0.858,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.8880000000000001,0.89,0.8880000000000001,0.852,0.8460000000000001,0.8560000000000001,0.86,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.8960000000000001,0.9,0.8960000000000001,0.898,0.876,0.8619999999999999,0.8640000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001,0.8620000000000001
0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.9400000000000001,0.938,0.932,0.8959999999999999,0.7619999999999999,0.806,0.8099999999999999,0.8099999999999999,0.8099999999999999,0.8099999999999999
0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.9019999999999999,0.772,0.772,0.7859999999999999,0.7859999999999999,0.7859999999999999
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.8779999999999999,0.8,0.74,0.728,0.732
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.876,0.74,0.786,0.746
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.8379999999999999,0.74,0.7220000000000001
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.7999999999999999,0.722
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.796
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
